CUSTOMER_SK,GEOGRAPHIC_ID,POLICY_ID,PURCHASE_DATE,INSURANCE_PRODUCT,COVERAGE_AMOUNT,PREMIUM_AMOUNT
39729,IN-24,B,20220614,policy3,365231,2756
39729,IN-24,B,20220614,policy3,365231,2756
39729,IN-24,B,20220614,policy3,365231,2756
39730,IN-33,I,20220614,policy1,506895,4351
39731,IN-22,B,20220614,policy5,462329,2068
39732,IN-18,G,20220614,policy3,898155,3086
39733,IN-11,I,20220614,policy5,953264,3904
39733,IN-11,I,20220614,policy5,953264,3904
39734,IN-9,F,20220614,policy2,603724,1310
39734,IN-9,F,20220614,policy2,603724,1310
39735,IN-30,G,20220614,policy3,417043,1729
39735,IN-30,G,20220614,policy3,417043,1729
39736,IN-10,F,20220614,policy2,527075,2251
39736,IN-10,F,20220614,policy2,527075,2251
39737,IN-34,B,20220614,policy2,774200,4603
39737,IN-34,B,20220614,policy2,774200,4603
39738,IN-23,G,20220614,policy3,102577,4498
39738,IN-23,G,20220614,policy3,102577,4498
39738,IN-23,G,20220614,policy3,102577,4498
39739,IN-12,B,20220615,policy5,350032,1867
39739,IN-12,B,20220615,policy5,350032,1867
39740,IN-28,G,20220615,policy1,586222,692
39740,IN-28,G,20220615,policy1,586222,692
39740,IN-28,G,20220615,policy1,586222,692
39740,IN-28,G,20220615,policy1,586222,692
39741,IN-16,F,20220615,policy3,95220,2959
39741,IN-16,F,20220615,policy3,95220,2959
39742,IN-17,F,20220615,policy2,478372,1707
39742,IN-17,F,20220615,policy2,478372,1707
39742,IN-17,F,20220615,policy2,478372,1707
39743,IN-35,G,20220615,policy1,488561,2931
39743,IN-35,G,20220615,policy1,488561,2931
39743,IN-35,G,20220615,policy1,488561,2931
39744,IN-26,F,20220615,policy1,708357,4681
39745,IN-35,F,20220615,policy5,152845,2657
39745,IN-35,F,20220615,policy5,152845,2657
39745,IN-35,F,20220615,policy5,152845,2657
39745,IN-35,F,20220615,policy5,152845,2657
39746,IN-17,G,20220615,policy1,161230,3541
39746,IN-17,G,20220615,policy1,161230,3541
39747,IN-29,I,20220615,policy5,89934,3303
39747,IN-29,I,20220615,policy5,89934,3303
39747,IN-29,I,20220615,policy5,89934,3303
39747,IN-29,I,20220615,policy5,89934,3303
39748,IN-8,B,20220615,policy5,193360,1406
39748,IN-8,B,20220615,policy5,193360,1406
39749,IN-28,G,20220615,policy3,328607,2105
39750,IN-18,F,20220615,policy5,357484,1666
39750,IN-18,F,20220615,policy5,357484,1666
39751,IN-24,F,20220615,policy1,493435,659
39752,IN-27,F,20220615,policy2,590402,4547
39753,IN-12,B,20220615,policy3,746480,710
39754,IN-29,G,20220615,policy2,506115,1149
39755,IN-30,G,20220615,policy2,319369,4287
39756,IN-12,F,20220615,policy5,794916,1259
39756,IN-12,F,20220615,policy5,794916,1259
39757,IN-26,G,20220615,policy4,818824,4716
39758,IN-15,F,20220615,policy5,409564,1698
39759,IN-20,I,20220615,policy5,680977,4629
39760,IN-13,F,20220615,policy5,190539,4321
39761,IN-11,F,20220615,policy4,262346,1784
39762,IN-3,F,20220615,policy4,409505,2752
39763,IN-29,G,20220615,policy3,69913,1064
39764,IN-8,G,20220615,policy4,716229,4612
39765,IN-34,G,20220615,policy5,704644,827
39766,IN-20,I,20220615,policy3,328210,4109
39767,IN-2,B,20220615,policy2,234147,4428
39767,IN-2,B,20220615,policy2,234147,4428
39768,IN-14,B,20220616,policy2,168494,970
39769,IN-32,F,20220616,policy3,615730,1856
39770,IN-32,G,20220616,policy3,590605,4536
39770,IN-32,G,20220616,policy3,590605,4536
39771,IN-34,I,20220616,policy1,630017,4481
39772,IN-21,F,20220616,policy5,423365,2563
39773,IN-11,I,20220616,policy3,610349,2183
39774,IN-3,G,20220616,policy1,938537,3646
39775,IN-10,B,20220616,policy4,216730,3546
39776,IN-9,G,20220616,policy1,357670,4509
39777,IN-2,I,20220616,policy1,147307,1164
39778,IN-14,G,20220616,policy3,769808,4561
39779,IN-17,F,20220616,policy2,288193,4777
39780,IN-28,F,20220617,policy5,297830,4662
39781,IN-16,I,20220617,policy2,845863,1803
39782,IN-22,B,20220617,policy1,158629,1636
39782,IN-22,B,20220617,policy1,158629,1636
39783,IN-13,G,20220617,policy5,711018,2777
39783,IN-13,G,20220617,policy5,711018,2777
39784,IN-20,F,20220617,policy2,736313,3995
39784,IN-20,F,20220617,policy2,736313,3995
39785,IN-12,F,20220617,policy3,234115,1073
39786,IN-21,G,20220617,policy1,588208,1767
39787,IN-26,G,20220617,policy3,279329,3420
39788,IN-16,I,20220617,policy1,639989,3972
39788,IN-16,I,20220617,policy1,639989,3972
39789,IN-2,G,20220617,policy5,758936,4802
39789,IN-2,G,20220617,policy5,758936,4802
39789,IN-2,G,20220617,policy5,758936,4802
39790,IN-4,B,20220617,policy5,417318,3468
39791,IN-2,F,20220617,policy2,775459,959
39792,IN-16,B,20220617,policy2,138704,1876
39793,IN-7,G,20220617,policy3,957011,4491
39793,IN-7,G,20220617,policy3,957011,4491
39794,IN-18,F,20220617,policy1,301743,1581
39795,IN-21,G,20220617,policy5,558293,3493
39796,IN-10,B,20220617,policy1,304032,933
39797,IN-17,G,20220617,policy4,183676,3481
39798,IN-13,B,20220617,policy4,689526,4685
39799,IN-23,G,20220617,policy3,577707,4792
39800,IN-5,F,20220617,policy3,656054,1930
39800,IN-5,F,20220617,policy3,656054,1930
39801,IN-12,B,20220617,policy3,705182,3522
39802,IN-16,B,20220618,policy5,977497,1674
39803,IN-15,G,20220618,policy5,753556,723
39804,IN-34,B,20220618,policy2,212253,4095
39804,IN-34,B,20220618,policy2,212253,4095
39805,IN-29,G,20220618,policy5,588720,4249
39805,IN-29,G,20220618,policy5,588720,4249
39806,IN-29,G,20220618,policy5,161141,4763
39806,IN-29,G,20220618,policy5,161141,4763
39806,IN-29,G,20220618,policy5,161141,4763
39806,IN-29,G,20220618,policy5,161141,4763
39807,IN-25,F,20220618,policy5,620596,1066
39807,IN-25,F,20220618,policy5,620596,1066
39807,IN-25,F,20220618,policy5,620596,1066
39807,IN-25,F,20220618,policy5,620596,1066
39808,IN-21,F,20220618,policy4,166861,4422
39809,IN-19,G,20220618,policy5,660698,4380
39810,IN-6,B,20220618,policy5,284671,1028
39811,IN-6,B,20220618,policy3,771256,3803
39812,IN-35,I,20220618,policy5,495179,997
39812,IN-35,I,20220618,policy5,495179,997
39813,IN-26,I,20220618,policy4,963185,3060
39813,IN-26,I,20220618,policy4,963185,3060
39814,IN-25,B,20220618,policy5,318737,1992
39815,IN-12,I,20220618,policy2,64421,1475
39816,IN-4,B,20220618,policy2,783289,1738
39816,IN-4,B,20220618,policy2,783289,1738
39817,IN-10,G,20220618,policy4,943674,712
39817,IN-10,G,20220618,policy4,943674,712
39818,IN-29,G,20220618,policy3,518892,4470
39819,IN-5,F,20220618,policy1,854081,1629
39820,IN-9,I,20220618,policy3,274229,2219
39821,IN-32,B,20220618,policy5,722380,1802
39821,IN-32,B,20220618,policy5,722380,1802
39822,IN-7,F,20220618,policy5,360410,1100
39823,IN-11,B,20220618,policy2,441419,3534
39823,IN-11,B,20220618,policy2,441419,3534
39824,IN-24,G,20220618,policy5,757160,1118
39825,IN-21,F,20220618,policy3,838381,1833
39825,IN-21,F,20220618,policy3,838381,1833
39826,IN-1,F,20220618,policy2,922200,2068
39826,IN-1,F,20220618,policy2,922200,2068
39827,IN-18,F,20220618,policy5,962604,3320
39827,IN-18,F,20220618,policy5,962604,3320
39827,IN-18,F,20220618,policy5,962604,3320
39827,IN-18,F,20220618,policy5,962604,3320
39828,IN-3,F,20220618,policy5,187976,3399
39828,IN-3,F,20220618,policy5,187976,3399
39828,IN-3,F,20220618,policy5,187976,3399
39829,IN-25,B,20220618,policy5,663927,1672
39830,IN-4,G,20220618,policy5,594856,1683
39831,IN-18,B,20220618,policy4,512112,2281
39832,IN-26,I,20220618,policy1,453463,4381
39832,IN-26,I,20220618,policy1,453463,4381
39833,IN-19,I,20220618,policy1,369140,2821
39834,IN-1,G,20220618,policy5,731555,2339
39835,IN-14,I,20220618,policy5,475651,3016
39835,IN-14,I,20220618,policy5,475651,3016
39836,IN-12,G,20220618,policy5,444002,4270
39837,IN-35,G,20220618,policy3,918655,3440
39838,IN-2,I,20220618,policy3,178609,4809
39839,IN-17,F,20220618,policy2,775728,694
39840,IN-34,B,20220618,policy4,241795,3581
39840,IN-34,B,20220618,policy4,241795,3581
39841,IN-21,B,20220618,policy5,64491,1481
39842,IN-30,B,20220618,policy3,943341,1122
39843,IN-12,I,20220618,policy1,231196,3967
39844,IN-24,I,20220618,policy4,167943,4598
39845,IN-30,B,20220618,policy4,569914,4396
39846,IN-13,F,20220618,policy2,296316,4559
39847,IN-3,B,20220618,policy5,947780,2023
39847,IN-3,B,20220618,policy5,947780,2023
39847,IN-3,B,20220618,policy5,947780,2023
39848,IN-7,F,20220618,policy3,729612,1701
39849,IN-12,B,20220618,policy1,70168,4885
39850,IN-30,B,20220618,policy5,409846,682
39851,IN-35,I,20220618,policy5,693540,4397
39851,IN-35,I,20220618,policy5,693540,4397
39851,IN-35,I,20220618,policy5,693540,4397
39852,IN-34,I,20220618,policy1,200106,928
39852,IN-34,I,20220618,policy1,200106,928
39853,IN-12,I,20220618,policy5,654991,3092
39854,IN-24,G,20220618,policy5,500668,1744
39854,IN-24,G,20220618,policy5,500668,1744
39855,IN-2,I,20220618,policy3,874161,4340
39856,IN-24,I,20220618,policy5,632418,2969
39856,IN-24,I,20220618,policy5,632418,2969
39856,IN-24,I,20220618,policy5,632418,2969
39857,IN-31,I,20220618,policy1,418979,988
39857,IN-31,I,20220618,policy1,418979,988
39858,IN-5,G,20220618,policy1,296634,972
39859,IN-23,F,20220618,policy1,252450,4400
39859,IN-23,F,20220618,policy1,252450,4400
39860,IN-14,B,20220618,policy3,389708,3226
39861,IN-25,I,20220618,policy5,849537,4163
39862,IN-11,B,20220618,policy1,680405,1050
39863,IN-27,I,20220618,policy1,76080,4460
39863,IN-27,I,20220618,policy1,76080,4460
39863,IN-27,I,20220618,policy1,76080,4460
39864,IN-34,B,20220618,policy3,654676,4520
39865,IN-34,I,20220618,policy5,418582,4433
39866,IN-7,I,20220618,policy5,374270,3061
39867,IN-34,B,20220618,policy4,515397,3971
39868,IN-23,B,20220618,policy5,809747,3247
39868,IN-23,B,20220618,policy5,809747,3247
39869,IN-29,I,20220618,policy2,626236,3511
39870,IN-22,G,20220618,policy5,170268,2666
39871,IN-16,F,20220618,policy4,786871,2198
39872,IN-24,B,20220618,policy2,575157,1113
39872,IN-24,B,20220618,policy2,575157,1113
39872,IN-24,B,20220618,policy2,575157,1113
39873,IN-22,F,20220618,policy1,521182,3843
39873,IN-22,F,20220618,policy1,521182,3843
39874,IN-18,B,20220619,policy2,585076,4461
39874,IN-18,B,20220619,policy2,585076,4461
39875,IN-13,F,20220619,policy4,266234,3054
39875,IN-13,F,20220619,policy4,266234,3054
39876,IN-1,B,20220619,policy1,497714,4520
39877,IN-21,G,20220619,policy2,357706,2011
39878,IN-3,F,20220619,policy5,132850,4449
39878,IN-3,F,20220619,policy5,132850,4449
39878,IN-3,F,20220619,policy5,132850,4449
39879,IN-10,F,20220619,policy3,840632,608
39880,IN-23,G,20220619,policy2,503580,3575
39880,IN-23,G,20220619,policy2,503580,3575
39881,IN-28,F,20220619,policy4,144672,4231
39881,IN-28,F,20220619,policy4,144672,4231
39882,IN-16,G,20220619,policy5,489727,4507
39883,IN-28,G,20220619,policy3,438364,3399
39883,IN-28,G,20220619,policy3,438364,3399
39884,IN-28,B,20220619,policy4,841046,2424
39884,IN-28,B,20220619,policy4,841046,2424
39885,IN-17,G,20220619,policy2,789943,4803
39885,IN-17,G,20220619,policy2,789943,4803
39886,IN-24,G,20220619,policy3,156232,3960
39887,IN-20,F,20220619,policy2,346528,1219
39887,IN-20,F,20220619,policy2,346528,1219
39887,IN-20,F,20220619,policy2,346528,1219
39888,IN-10,B,20220619,policy2,775541,4809
39888,IN-10,B,20220619,policy2,775541,4809
39889,IN-3,G,20220619,policy5,513722,2460
39890,IN-35,G,20220619,policy3,458013,3118
39890,IN-35,G,20220619,policy3,458013,3118
39891,IN-10,G,20220619,policy5,828905,3130
39891,IN-10,G,20220619,policy5,828905,3130
39892,IN-32,F,20220619,policy3,404623,3587
39892,IN-32,F,20220619,policy3,404623,3587
39893,IN-18,G,20220619,policy3,620754,2220
39893,IN-18,G,20220619,policy3,620754,2220
39894,IN-5,G,20220619,policy4,374600,1403
39894,IN-5,G,20220619,policy4,374600,1403
39894,IN-5,G,20220619,policy4,374600,1403
39895,IN-13,B,20220619,policy5,70721,2760
39895,IN-13,B,20220619,policy5,70721,2760
39895,IN-13,B,20220619,policy5,70721,2760
39896,IN-4,F,20220619,policy2,932718,3432
39896,IN-4,F,20220619,policy2,932718,3432
39897,IN-19,F,20220619,policy4,787828,1657
39898,IN-35,G,20220620,policy2,639054,3732
39899,IN-34,G,20220620,policy2,375482,2338
39900,IN-3,B,20220620,policy2,903958,3146
39901,IN-17,G,20220620,policy5,330084,3427
39902,IN-34,G,20220620,policy2,331569,4581
39903,IN-21,G,20220620,policy1,491922,3445
39903,IN-21,G,20220620,policy1,491922,3445
39904,IN-3,F,20220620,policy2,298322,3751
39904,IN-3,F,20220620,policy2,298322,3751
39904,IN-3,F,20220620,policy2,298322,3751
39905,IN-7,B,20220620,policy1,359356,3594
39906,IN-10,G,20220620,policy4,286927,4599
39907,IN-25,F,20220620,policy1,341171,4431
39908,IN-7,B,20220620,policy1,136359,1631
39908,IN-7,B,20220620,policy1,136359,1631
39908,IN-7,B,20220620,policy1,136359,1631
39909,IN-10,B,20220620,policy1,356427,1657
39909,IN-10,B,20220620,policy1,356427,1657
39910,IN-10,B,20220620,policy4,635998,4379
39911,IN-23,F,20220620,policy4,494219,1650
39912,IN-3,G,20220620,policy2,639362,1994
39913,IN-4,F,20220620,policy1,93161,1623
39913,IN-4,F,20220620,policy1,93161,1623
39914,IN-15,F,20220620,policy3,105785,4149
39915,IN-9,F,20220620,policy3,139471,3467
39915,IN-9,F,20220620,policy3,139471,3467
39916,IN-19,I,20220620,policy1,154673,3418
39916,IN-19,I,20220620,policy1,154673,3418
39917,IN-20,F,20220620,policy2,488767,2719
39918,IN-11,B,20220620,policy5,389181,4896
39918,IN-11,B,20220620,policy5,389181,4896
39918,IN-11,B,20220620,policy5,389181,4896
39919,IN-3,B,20220620,policy3,174299,4397
39919,IN-3,B,20220620,policy3,174299,4397
39920,IN-24,G,20220620,policy5,463186,4908
39921,IN-23,F,20220621,policy3,389796,2207
39922,IN-1,F,20220621,policy4,193721,3634
39923,IN-12,G,20220621,policy5,260250,3707
39923,IN-12,G,20220621,policy5,260250,3707
39923,IN-12,G,20220621,policy5,260250,3707
39924,IN-18,G,20220621,policy5,799680,4682
39925,IN-23,I,20220621,policy3,440603,4574
39926,IN-33,I,20220621,policy1,749025,4966
39927,IN-4,I,20220622,policy3,138863,2768
39928,IN-3,I,20220622,policy5,376867,1447
39929,IN-1,G,20220622,policy3,103650,2937
39930,IN-23,F,20220622,policy1,417950,4558
39931,IN-33,I,20220622,policy1,507881,1335
39931,IN-33,I,20220622,policy1,507881,1335
39932,IN-8,B,20220622,policy4,766953,3360
39932,IN-8,B,20220622,policy4,766953,3360
39933,IN-35,G,20220622,policy2,308500,3363
39933,IN-35,G,20220622,policy2,308500,3363
39934,IN-22,F,20220622,policy3,155934,1695
39935,IN-4,G,20220622,policy5,749421,4492
39936,IN-19,G,20220622,policy3,487090,2314
39937,IN-24,I,20220622,policy4,591403,611
39937,IN-24,I,20220622,policy4,591403,611
39938,IN-12,G,20220622,policy2,339454,2788
39938,IN-12,G,20220622,policy2,339454,2788
39939,IN-28,B,20220622,policy5,241850,1144
39939,IN-28,B,20220622,policy5,241850,1144
39939,IN-28,B,20220622,policy5,241850,1144
39940,IN-24,I,20220622,policy1,691148,1671
39941,IN-10,B,20220622,policy1,785579,3897
39941,IN-10,B,20220622,policy1,785579,3897
39942,IN-34,G,20220622,policy3,229591,1183
39943,IN-21,F,20220622,policy3,498391,4325
39943,IN-21,F,20220622,policy3,498391,4325
39944,IN-34,F,20220622,policy5,275156,707
39945,IN-34,I,20220622,policy3,312597,4450
39945,IN-34,I,20220622,policy3,312597,4450
39945,IN-34,I,20220622,policy3,312597,4450
39946,IN-32,B,20220622,policy3,498314,1346
39946,IN-32,B,20220622,policy3,498314,1346
39947,IN-12,I,20220622,policy3,267306,1431
39947,IN-12,I,20220622,policy3,267306,1431
39947,IN-12,I,20220622,policy3,267306,1431
39948,IN-23,G,20220622,policy3,677297,1649
39949,IN-13,B,20220622,policy3,158318,719
39950,IN-2,I,20220622,policy5,293664,3462
39951,IN-4,F,20220622,policy3,261190,3728
39952,IN-3,G,20220622,policy5,972638,1235
39953,IN-35,B,20220622,policy4,210898,4498
39954,IN-22,G,20220622,policy2,789963,3098
39955,IN-25,F,20220622,policy1,616593,4752
39956,IN-5,F,20220622,policy4,164293,3690
39957,IN-19,G,20220622,policy1,305024,4409
39958,IN-6,B,20220622,policy1,271756,4458
39958,IN-6,B,20220622,policy1,271756,4458
39958,IN-6,B,20220622,policy1,271756,4458
39959,IN-1,I,20220622,policy4,387437,2827
39960,IN-12,F,20220622,policy3,228859,3545
39961,IN-22,G,20220622,policy5,523998,4384
39961,IN-22,G,20220622,policy5,523998,4384
39962,IN-10,B,20220622,policy1,405448,2054
39962,IN-10,B,20220622,policy1,405448,2054
39963,IN-34,I,20220622,policy5,93580,3069
39963,IN-34,I,20220622,policy5,93580,3069
39963,IN-34,I,20220622,policy5,93580,3069
39964,IN-31,F,20220622,policy1,966402,1586
39965,IN-28,B,20220622,policy4,903204,3407
39966,IN-19,B,20220622,policy5,373636,946
39966,IN-19,B,20220622,policy5,373636,946
39967,IN-24,F,20220622,policy4,480263,1854
39967,IN-24,F,20220622,policy4,480263,1854
39968,IN-20,B,20220622,policy4,63804,1856
39968,IN-20,B,20220622,policy4,63804,1856
39969,IN-7,F,20220622,policy5,348460,4141
39970,IN-7,G,20220622,policy3,277525,3044
39971,IN-3,G,20220622,policy2,537013,4445
39972,IN-22,I,20220622,policy4,344486,1231
39972,IN-22,I,20220622,policy4,344486,1231
39973,IN-8,G,20220622,policy2,162888,3413
39974,IN-32,F,20220622,policy5,299901,1605
39974,IN-32,F,20220622,policy5,299901,1605
39975,IN-2,B,20220622,policy5,788357,3086
39975,IN-2,B,20220622,policy5,788357,3086
39975,IN-2,B,20220622,policy5,788357,3086
39976,IN-4,I,20220622,policy1,309723,3320
39977,IN-5,F,20220622,policy1,89764,4836
39977,IN-5,F,20220622,policy1,89764,4836
39978,IN-3,B,20220622,policy3,409320,755
39979,IN-6,G,20220622,policy3,329929,4650
39980,IN-9,G,20220623,policy5,91111,3092
39980,IN-9,G,20220623,policy5,91111,3092
39981,IN-29,G,20220623,policy4,974237,4401
39982,IN-27,F,20220623,policy3,902363,2689
39983,IN-35,G,20220623,policy4,191714,1720
39983,IN-35,G,20220623,policy4,191714,1720
39983,IN-35,G,20220623,policy4,191714,1720
39983,IN-35,G,20220623,policy4,191714,1720
39983,IN-35,G,20220623,policy4,191714,1720
39984,IN-31,B,20220623,policy3,302359,1753
39985,IN-16,F,20220623,policy2,820094,4427
39986,IN-23,I,20220623,policy1,250438,4438
39986,IN-23,I,20220623,policy1,250438,4438
39987,IN-14,F,20220623,policy4,437943,4374
39987,IN-14,F,20220623,policy4,437943,4374
39988,IN-22,F,20220623,policy5,137879,794
39988,IN-22,F,20220623,policy5,137879,794
39989,IN-18,F,20220623,policy5,938191,4734
39989,IN-18,F,20220623,policy5,938191,4734
39990,IN-18,F,20220623,policy3,401481,3509
39990,IN-18,F,20220623,policy3,401481,3509
39991,IN-21,B,20220623,policy4,228368,4540
39991,IN-21,B,20220623,policy4,228368,4540
39992,IN-3,B,20220623,policy5,380570,747
39992,IN-3,B,20220623,policy5,380570,747
39992,IN-3,B,20220623,policy5,380570,747
39993,IN-7,G,20220623,policy3,619145,2225
39994,IN-32,G,20220623,policy2,788244,2133
39994,IN-32,G,20220623,policy2,788244,2133
39995,IN-24,I,20220623,policy1,970237,2759
39995,IN-24,I,20220623,policy1,970237,2759
39996,IN-14,F,20220623,policy1,569097,2547
39996,IN-14,F,20220623,policy1,569097,2547
39997,IN-3,G,20220623,policy5,99748,1119
39997,IN-3,G,20220623,policy5,99748,1119
39998,IN-12,F,20220623,policy5,802520,3174
39999,IN-11,G,20220623,policy2,169461,3023
40000,IN-33,F,20220623,policy2,151175,3404
40000,IN-33,F,20220623,policy2,151175,3404
40001,IN-34,B,20220623,policy3,285827,1150
40001,IN-34,B,20220623,policy3,285827,1150
40002,IN-3,F,20220623,policy5,251608,861
40003,IN-24,F,20220623,policy5,277081,675
40004,IN-19,B,20220623,policy2,581607,3939
40005,IN-10,F,20220623,policy5,869484,1178
40006,IN-29,I,20220623,policy1,175546,702
40007,IN-2,F,20220623,policy4,540056,2755
40007,IN-2,F,20220623,policy4,540056,2755
40008,IN-33,B,20220624,policy2,794958,3533
40009,IN-3,G,20220624,policy5,273781,669
40009,IN-3,G,20220624,policy5,273781,669
40009,IN-3,G,20220624,policy5,273781,669
40010,IN-10,G,20220624,policy4,489299,4654
40010,IN-10,G,20220624,policy4,489299,4654
40011,IN-1,I,20220624,policy1,504750,2423
40012,IN-12,B,20220624,policy4,902701,1214
40013,IN-5,F,20220624,policy2,151086,2047
40014,IN-11,F,20220624,policy5,746367,4074
40014,IN-11,F,20220624,policy5,746367,4074
40015,IN-32,G,20220625,policy5,847650,3135
40016,IN-11,F,20220625,policy1,743893,883
40016,IN-11,F,20220625,policy1,743893,883
40017,IN-10,F,20220625,policy3,364998,4012
40018,IN-5,B,20220625,policy5,675805,2753
40019,IN-25,G,20220625,policy2,985930,2271
40020,IN-1,F,20220625,policy2,597336,4594
40020,IN-1,F,20220625,policy2,597336,4594
40021,IN-4,B,20220625,policy3,968913,933
40022,IN-24,G,20220625,policy1,134647,4460
40023,IN-33,F,20220625,policy5,617531,4530
40023,IN-33,F,20220625,policy5,617531,4530
40024,IN-4,F,20220625,policy3,793667,1775
40024,IN-4,F,20220625,policy3,793667,1775
40025,IN-20,B,20220625,policy5,893455,4822
40026,IN-26,G,20220625,policy5,153316,4847
40026,IN-26,G,20220625,policy5,153316,4847
40027,IN-15,I,20220625,policy5,214818,3184
40027,IN-15,I,20220625,policy5,214818,3184
40028,IN-26,G,20220625,policy3,509678,678
40028,IN-26,G,20220625,policy3,509678,678
40029,IN-22,G,20220625,policy2,929460,4639
40030,IN-11,B,20220625,policy2,194667,961
40030,IN-11,B,20220625,policy2,194667,961
40030,IN-11,B,20220625,policy2,194667,961
40030,IN-11,B,20220625,policy2,194667,961
40031,IN-13,G,20220625,policy2,388302,4547
40032,IN-20,G,20220625,policy2,794196,1739
40032,IN-20,G,20220625,policy2,794196,1739
40032,IN-20,G,20220625,policy2,794196,1739
40033,IN-10,B,20220625,policy3,385470,2277
40033,IN-10,B,20220625,policy3,385470,2277
40034,IN-17,G,20220625,policy1,224043,4655
40034,IN-17,G,20220625,policy1,224043,4655
40035,IN-16,I,20220625,policy1,962350,4700
40035,IN-16,I,20220625,policy1,962350,4700
40036,IN-1,B,20220625,policy5,176515,4449
40037,IN-14,G,20220625,policy3,549783,1203
40038,IN-12,F,20220625,policy1,327189,4542
40038,IN-12,F,20220625,policy1,327189,4542
40038,IN-12,F,20220625,policy1,327189,4542
40039,IN-5,G,20220625,policy1,203631,1001
40039,IN-5,G,20220625,policy1,203631,1001
40039,IN-5,G,20220625,policy1,203631,1001
40040,IN-10,G,20220625,policy1,529917,4462
40041,IN-6,G,20220625,policy1,156289,3620
40041,IN-6,G,20220625,policy1,156289,3620
40041,IN-6,G,20220625,policy1,156289,3620
40042,IN-16,F,20220625,policy5,817450,624
40043,IN-18,G,20220625,policy3,809612,1231
40043,IN-18,G,20220625,policy3,809612,1231
40044,IN-24,I,20220625,policy1,141739,4576
40045,IN-19,G,20220625,policy3,758256,1747
40046,IN-1,I,20220625,policy1,700468,3862
40046,IN-1,I,20220625,policy1,700468,3862
40047,IN-17,G,20220626,policy1,316635,3067
40048,IN-11,I,20220626,policy4,618887,769
40049,IN-1,G,20220626,policy4,932242,2046
40050,IN-11,F,20220626,policy2,771381,4468
40051,IN-19,B,20220626,policy2,202398,4501
40051,IN-19,B,20220626,policy2,202398,4501
40052,IN-19,G,20220626,policy1,171390,3280
40052,IN-19,G,20220626,policy1,171390,3280
40052,IN-19,G,20220626,policy1,171390,3280
40053,IN-19,F,20220626,policy2,111869,2706
40054,IN-25,I,20220626,policy2,573425,1700
40055,IN-30,B,20220626,policy2,771660,4325
40055,IN-30,B,20220626,policy2,771660,4325
40056,IN-24,I,20220626,policy1,267754,4324
40057,IN-34,F,20220626,policy3,566223,1604
40057,IN-34,F,20220626,policy3,566223,1604
40058,IN-17,I,20220626,policy4,853594,4837
40058,IN-17,I,20220626,policy4,853594,4837
40059,IN-27,F,20220626,policy5,908460,649
40060,IN-1,G,20220626,policy5,612354,4864
40061,IN-12,G,20220626,policy3,244082,3619
40062,IN-33,B,20220626,policy1,528435,3234
40062,IN-33,B,20220626,policy1,528435,3234
40063,IN-15,G,20220626,policy4,290543,4543
40063,IN-15,G,20220626,policy4,290543,4543
40064,IN-2,F,20220626,policy1,221584,2716
40064,IN-2,F,20220626,policy1,221584,2716
40065,IN-22,I,20220626,policy4,200585,3419
40065,IN-22,I,20220626,policy4,200585,3419
40065,IN-22,I,20220626,policy4,200585,3419
40066,IN-31,B,20220626,policy5,188895,4354
40067,IN-25,G,20220627,policy1,964898,4430
40067,IN-25,G,20220627,policy1,964898,4430
40068,IN-5,I,20220627,policy1,905541,2108
40069,IN-9,B,20220627,policy1,70526,4408
40070,IN-17,G,20220627,policy3,513393,3129
40070,IN-17,G,20220627,policy3,513393,3129
40071,IN-13,G,20220627,policy1,866796,1550
40072,IN-14,G,20220627,policy3,887563,2621
40073,IN-29,B,20220627,policy1,280005,4929
40073,IN-29,B,20220627,policy1,280005,4929
40073,IN-29,B,20220627,policy1,280005,4929
40074,IN-13,G,20220627,policy2,360322,2820
40074,IN-13,G,20220627,policy2,360322,2820
40075,IN-13,F,20220627,policy3,581565,1081
40075,IN-13,F,20220627,policy3,581565,1081
40076,IN-30,G,20220627,policy5,925873,3051
40077,IN-4,B,20220627,policy2,840858,3963
40077,IN-4,B,20220627,policy2,840858,3963
40077,IN-4,B,20220627,policy2,840858,3963
40077,IN-4,B,20220627,policy2,840858,3963
40078,IN-6,I,20220627,policy4,942954,4246
40079,IN-27,G,20220627,policy3,734328,4363
40079,IN-27,G,20220627,policy3,734328,4363
40079,IN-27,G,20220627,policy3,734328,4363
40080,IN-12,B,20220627,policy4,409960,2139
40080,IN-12,B,20220627,policy4,409960,2139
40081,IN-7,I,20220627,policy1,376744,3664
40082,IN-35,I,20220627,policy2,553838,3642
40082,IN-35,I,20220627,policy2,553838,3642
40083,IN-28,G,20220627,policy5,240114,1874
40084,IN-7,G,20220627,policy5,652826,4575
40085,IN-8,G,20220627,policy1,583309,4824
40085,IN-8,G,20220627,policy1,583309,4824
40086,IN-21,G,20220627,policy5,258688,3199
40087,IN-35,G,20220627,policy5,433915,731
40088,IN-23,F,20220627,policy3,637174,2601
40089,IN-26,G,20220627,policy1,643309,2667
40089,IN-26,G,20220627,policy1,643309,2667
40090,IN-12,G,20220628,policy1,604404,3441
40090,IN-12,G,20220628,policy1,604404,3441
40091,IN-33,I,20220628,policy2,204043,2837
40092,IN-5,G,20220628,policy1,801509,3229
40093,IN-6,B,20220628,policy3,224916,3218
40094,IN-22,I,20220628,policy1,401636,3172
40095,IN-8,I,20220628,policy2,382043,4163
